source,target,time_fps
fly8,fly9,18634
fly9,fly8,18652
fly4,fly6,18668
fly10,fly1,18673
fly3,fly2,18679
fly6,fly4,18692
fly11,fly4,18722
fly4,fly11,18723
fly2,fly3,18729
fly7,fly3,18735
fly9,fly8,18788
fly8,fly9,18788
fly12,fly1,18792
fly7,fly12,18811
fly7,fly1,18829
fly1,fly7,18831
fly1,fly12,18841
fly7,fly10,18860
fly10,fly7,18879
fly9,fly8,18884
fly8,fly9,18897
fly2,fly1,18899
fly8,fly5,18914
fly2,fly3,18963
fly1,fly12,18963
fly3,fly2,18964
fly11,fly9,18971
fly6,fly4,18972
fly4,fly6,18984
fly11,fly8,18987
fly8,fly11,18988
fly10,fly5,19054
fly5,fly10,19072
fly9,fly4,19143
fly12,fly1,19171
fly9,fly6,19179
fly12,fly6,19185
fly5,fly11,19186
fly11,fly5,19187
fly6,fly12,19194
fly9,fly1,19199
fly8,fly5,19218
fly5,fly8,19235
fly10,fly2,19243
fly6,fly12,19245
fly5,fly8,19256
fly2,fly10,19259
fly12,fly4,19288
fly7,fly8,19321
fly9,fly6,19356
fly3,fly10,19357
fly2,fly8,19362
fly9,fly10,19391
fly11,fly9,19400
fly8,fly2,19400
fly10,fly3,19410
fly11,fly10,19416
fly9,fly3,19424
fly10,fly6,19434
fly7,fly2,19439
fly2,fly7,19441
fly3,fly6,19450
fly1,fly8,19452
fly11,fly10,19463
fly10,fly9,19472
fly7,fly8,19480
fly8,fly1,19484
fly3,fly9,19487
fly9,fly10,19490
fly10,fly11,19491
fly4,fly12,19495
fly1,fly8,19509
fly3,fly10,19514
fly9,fly11,19516
fly3,fly11,19539
fly8,fly1,19545
fly11,fly10,19547
fly11,fly3,19548
fly11,fly9,19557
fly6,fly8,19562
fly8,fly6,19562
fly6,fly1,19574
fly1,fly6,19581
fly11,fly9,19584
fly3,fly11,19589
fly9,fly11,19600
fly11,fly3,19620
fly10,fly9,19623
fly9,fly3,19623
fly10,fly5,19630
fly1,fly2,19665
fly3,fly5,19666
fly3,fly11,19670
fly4,fly12,19681
fly5,fly11,19683
fly12,fly4,19700
fly5,fly3,19704
fly8,fly2,19706
fly3,fly11,19712
fly5,fly1,19721
fly1,fly5,19722
fly2,fly8,19738
fly9,fly2,19762
fly2,fly9,19765
fly2,fly9,19794
fly9,fly10,19797
fly3,fly1,19806
fly9,fly2,19821
fly11,fly1,19856
fly2,fly10,19859
fly3,fly11,19870
fly10,fly3,19883
fly9,fly2,19894
fly2,fly9,19899
fly10,fly11,19902
fly9,fly10,19913
fly3,fly1,19913
fly10,fly9,19913
fly3,fly11,19922
fly11,fly1,19927
fly10,fly2,19932
fly9,fly3,19944
fly11,fly1,19957
fly9,fly1,19963
fly11,fly10,19967
fly3,fly1,19967
fly11,fly10,19982
fly10,fly1,19985
fly10,fly11,19988
fly2,fly1,20002
fly10,fly3,20003
fly3,fly10,20004
fly2,fly11,20007
fly1,fly11,20021
fly6,fly7,20023
fly9,fly5,20023
fly5,fly9,20024
fly12,fly8,20026
fly10,fly2,20026
fly11,fly10,20027
fly11,fly2,20031
fly10,fly9,20039
fly1,fly3,20039
fly3,fly11,20046
fly2,fly9,20048
fly9,fly10,20059
fly11,fly9,20063
fly9,fly2,20069
fly9,fly11,20069
fly2,fly10,20071
fly3,fly11,20083
fly11,fly9,20115
fly11,fly2,20115
fly1,fly3,20116
fly3,fly9,20137
fly9,fly3,20143
fly3,fly1,20146
fly9,fly1,20146
fly10,fly6,20151
fly11,fly3,20152
fly6,fly10,20158
fly5,fly1,20161
fly1,fly9,20167
fly5,fly3,20182
fly10,fly6,20192
fly11,fly2,20207
fly6,fly10,20208
fly1,fly3,20209
fly9,fly3,20220
fly12,fly6,20224
fly10,fly11,20226
fly12,fly10,20230
fly6,fly12,20237
fly1,fly5,20239
fly3,fly8,20246
fly9,fly8,20249
fly5,fly1,20253
fly5,fly3,20264
fly3,fly1,20264
fly8,fly9,20277
fly7,fly5,20280
fly5,fly7,20280
fly7,fly3,20284
fly9,fly7,20290
fly12,fly10,20293
fly9,fly3,20294
fly6,fly12,20294
fly9,fly5,20298
fly3,fly7,20318
fly11,fly10,20323
fly11,fly2,20332
fly9,fly1,20333
fly8,fly3,20340
fly10,fly11,20342
fly2,fly10,20343
fly7,fly9,20345
fly7,fly1,20351
fly3,fly7,20353
fly5,fly3,20354
fly2,fly10,20370
fly1,fly7,20370
fly2,fly1,20370
fly7,fly8,20376
fly3,fly8,20377
fly3,fly9,20377
fly9,fly7,20381
fly8,fly2,20381
fly6,fly4,20386
fly2,fly9,20392
fly9,fly3,20393
fly5,fly3,20394
fly3,fly9,20398
fly7,fly2,20398
fly10,fly2,20408
fly9,fly5,20411
fly9,fly1,20412
fly3,fly1,20414
fly7,fly10,20414
fly5,fly7,20419
fly1,fly9,20420
fly3,fly9,20421
fly10,fly9,20423
fly1,fly5,20423
fly2,fly3,20424
fly3,fly7,20424
fly5,fly10,20427
fly3,fly2,20431
fly1,fly7,20432
fly9,fly1,20434
fly2,fly9,20434
fly9,fly7,20438
fly7,fly1,20441
fly10,fly2,20450
fly10,fly9,20451
fly10,fly3,20454
fly9,fly10,20454
fly3,fly10,20470
fly6,fly8,20471
fly11,fly4,20486
fly9,fly3,20486
fly4,fly11,20491
fly9,fly2,20492
fly10,fly3,20492
fly1,fly10,20493
fly1,fly9,20497
fly10,fly2,20498
fly8,fly6,20511
fly6,fly8,20511
fly3,fly7,20514
fly2,fly10,20517
fly10,fly2,20535
fly6,fly12,20536
fly7,fly3,20557
fly12,fly6,20560
fly11,fly4,20562
fly10,fly1,20583
fly7,fly10,20589
fly1,fly9,20609
fly3,fly12,20622
fly4,fly11,20623
fly5,fly9,20623
fly9,fly1,20631
fly12,fly7,20650
fly12,fly3,20650
fly12,fly1,20651
fly6,fly11,20659
fly11,fly6,20674
fly7,fly11,20674
fly3,fly9,20676
fly6,fly4,20690
fly1,fly11,20695
fly11,fly7,20700
fly5,fly2,20701
fly12,fly9,20706
fly7,fly6,20708
fly11,fly1,20710
fly11,fly12,20719
fly6,fly7,20720
fly1,fly6,20721
fly11,fly9,20723
fly12,fly3,20727
fly10,fly4,20729
fly6,fly1,20741
fly11,fly12,20747
fly3,fly12,20754
fly12,fly11,20756
fly1,fly7,20758
fly11,fly3,20761
fly3,fly11,20763
fly5,fly9,20770
fly7,fly10,20774
fly1,fly10,20776
fly9,fly6,20779
fly6,fly9,20780
fly7,fly1,20781
fly11,fly3,20787
fly10,fly7,20790
fly6,fly10,20799
fly9,fly10,20800
fly12,fly11,20801
fly3,fly6,20813
fly11,fly12,20815
fly7,fly4,20816
fly3,fly10,20822
fly10,fly9,20823
fly9,fly4,20832
fly6,fly7,20836
fly5,fly4,20837
fly5,fly7,20839
fly7,fly5,20847
fly3,fly12,20851
fly5,fly9,20856
fly6,fly5,20857
fly5,fly6,20857
fly11,fly5,20858
fly3,fly10,20867
fly11,fly6,20868
fly7,fly9,20869
fly3,fly12,20870
fly9,fly1,20877
fly12,fly10,20881
fly6,fly11,20882
fly11,fly6,20883
fly12,fly3,20884
fly7,fly4,20885
fly9,fly7,20888
fly6,fly3,20899
fly3,fly12,20900
fly9,fly11,20905
fly6,fly12,20908
fly12,fly6,20908
fly9,fly3,20909
fly11,fly1,20912
fly1,fly11,20913
fly12,fly9,20917
fly9,fly12,20918
fly6,fly9,20922
fly9,fly6,20925
fly9,fly11,20930
fly11,fly9,20934
fly7,fly12,20936
fly9,fly1,20939
fly3,fly11,20941
fly12,fly7,20942
fly7,fly6,20946
fly10,fly7,20947
fly1,fly12,20947
fly6,fly7,20947
fly7,fly1,20953
fly6,fly1,20956
fly12,fly4,20962
fly7,fly10,20967
fly10,fly1,20971
fly10,fly6,20975
fly6,fly10,20976
fly4,fly1,20978
fly7,fly6,20980
fly1,fly4,20980
fly11,fly3,20983
fly4,fly7,20986
fly5,fly3,20986
fly10,fly9,20991
fly9,fly10,20992
fly9,fly6,20996
fly1,fly6,21001
fly6,fly4,21001
fly4,fly6,21001
fly10,fly11,21005
fly12,fly5,21009
fly5,fly12,21014
fly7,fly11,21017
fly10,fly3,21018
fly11,fly3,21018
fly3,fly10,21020
fly10,fly12,21022
fly9,fly6,21023
fly4,fly1,21026
fly11,fly3,21042
fly10,fly12,21049
fly10,fly5,21054
fly9,fly3,21064
fly7,fly3,21067
fly7,fly6,21069
fly12,fly11,21082
fly9,fly6,21085
fly6,fly7,21089
fly5,fly12,21090
fly7,fly4,21092
fly5,fly10,21096
fly6,fly3,21111
fly10,fly11,21116
fly4,fly3,21118
fly9,fly6,21120
fly9,fly7,21121
fly6,fly9,21125
fly4,fly7,21129
fly12,fly6,21132
fly6,fly12,21132
fly9,fly3,21133
fly9,fly4,21134
fly4,fly9,21135
fly12,fly7,21137
fly6,fly7,21139
fly12,fly9,21143
fly12,fly3,21151
fly12,fly4,21154
fly7,fly3,21160
fly7,fly9,21166
fly4,fly3,21167
fly4,fly7,21170
fly12,fly3,21172
fly3,fly9,21181
fly3,fly12,21187
fly4,fly3,21187
fly9,fly12,21188
fly2,fly10,21192
fly7,fly1,21195
fly3,fly4,21196
fly1,fly7,21201
fly1,fly9,21206
fly5,fly6,21206
fly4,fly8,21220
fly8,fly4,21223
fly1,fly9,21238
fly1,fly7,21238
fly1,fly12,21245
fly12,fly1,21246
fly4,fly5,21246
fly5,fly4,21246
fly8,fly3,21255
fly3,fly12,21255
fly8,fly12,21255
fly9,fly7,21256
fly5,fly6,21264
fly5,fly7,21267
fly12,fly8,21271
fly6,fly9,21273
fly1,fly6,21274
fly5,fly9,21274
fly10,fly7,21278
fly6,fly10,21278
fly7,fly5,21278
fly10,fly9,21278
fly10,fly6,21280
fly5,fly1,21282
fly9,fly5,21296
fly4,fly5,21298
fly6,fly1,21301
fly10,fly6,21305
fly10,fly7,21306
fly6,fly9,21308
fly3,fly4,21309
fly9,fly6,21310
fly5,fly7,21313
fly9,fly10,21314
fly6,fly5,21320
fly9,fly7,21320
fly4,fly3,21330
fly11,fly12,21339
fly7,fly10,21340
fly9,fly10,21346
fly10,fly9,21351
fly7,fly1,21359
fly10,fly3,21360
fly3,fly10,21361
fly9,fly7,21365
fly3,fly9,21376
fly6,fly8,21377
fly7,fly9,21384
fly10,fly5,21390
fly4,fly11,21390
fly4,fly10,21395
fly3,fly1,21406
fly10,fly11,21406
fly4,fly10,21421
fly7,fly1,21423
fly3,fly7,21423
fly12,fly4,21434
fly7,fly9,21436
fly12,fly5,21437
fly3,fly1,21449
fly3,fly9,21455
fly3,fly7,21456
fly4,fly11,21477
fly11,fly4,21478
fly11,fly12,21486
fly12,fly11,21487
fly7,fly9,21501
fly4,fly12,21507
fly4,fly11,21516
fly7,fly9,21524
fly2,fly5,21533
fly12,fly2,21579
fly7,fly2,21580
fly2,fly7,21581
fly5,fly4,21586
fly4,fly5,21586
fly12,fly7,21592
fly7,fly9,21607
fly7,fly12,21622
fly6,fly11,21638
fly9,fly12,21647
fly12,fly4,21649
fly12,fly7,21653
fly4,fly7,21670
fly12,fly9,21675
fly12,fly4,21706
fly8,fly7,21717
fly7,fly8,21717
fly5,fly6,21723
fly9,fly4,21723
fly12,fly9,21738
fly8,fly4,21755
fly4,fly9,21779
fly4,fly12,21782
fly11,fly10,21783
fly10,fly11,21786
fly7,fly1,21813
fly1,fly7,21813
fly9,fly12,21814
fly3,fly4,21857
fly12,fly9,21867
fly12,fly4,21882
fly4,fly12,21885
fly9,fly3,21897
fly7,fly4,21916
fly4,fly12,21919
fly12,fly9,21943
fly7,fly12,21950
fly7,fly9,21955
fly8,fly3,21974
fly10,fly5,21999
fly7,fly9,22001
fly9,fly12,22012
fly9,fly7,22014
fly12,fly3,22021
fly7,fly12,22023
fly7,fly3,22028
fly9,fly4,22036
fly12,fly9,22038
fly12,fly4,22045
fly4,fly9,22050
fly9,fly11,22057
fly12,fly7,22062
fly4,fly12,22082
fly11,fly9,22082
fly1,fly11,22084
fly1,fly4,22089
fly8,fly3,22092
fly9,fly12,22095
fly1,fly9,22097
fly11,fly12,22098
fly7,fly8,22100
fly8,fly7,22100
fly7,fly3,22101
fly11,fly9,22107
fly12,fly8,22115
fly9,fly4,22116
fly9,fly1,22116
fly9,fly11,22118
fly11,fly4,22118
fly7,fly12,22123
fly9,fly12,22128
fly5,fly7,22129
fly8,fly12,22132
fly10,fly6,22132
fly9,fly7,22134
fly4,fly1,22135
fly9,fly1,22141
fly4,fly8,22143
fly8,fly4,22144
fly12,fly7,22146
fly9,fly5,22147
fly8,fly1,22147
fly3,fly5,22149
fly7,fly1,22158
fly12,fly4,22160
fly11,fly8,22164
fly8,fly11,22165
fly7,fly3,22171
fly12,fly9,22173
fly11,fly9,22179
fly8,fly9,22179
fly11,fly12,22184
fly8,fly12,22186
fly8,fly4,22186
fly9,fly4,22190
fly9,fly12,22202
fly12,fly11,22202
fly8,fly4,22213
fly4,fly8,22214
fly4,fly3,22214
fly12,fly9,22219
fly12,fly4,22219
fly12,fly3,22229
fly9,fly3,22231
fly5,fly4,22241
fly4,fly5,22242
fly11,fly5,22242
fly9,fly12,22247
fly9,fly5,22267
fly3,fly8,22275
fly4,fly9,22277
fly8,fly3,22278
fly3,fly9,22293
fly5,fly4,22297
fly9,fly5,22300
fly9,fly4,22302
fly5,fly9,22321
fly11,fly7,22324
fly4,fly3,22326
fly5,fly3,22332
fly3,fly5,22333
fly11,fly5,22336
fly9,fly11,22338
fly5,fly7,22344
fly3,fly11,22359
fly11,fly5,22361
fly11,fly3,22362
fly9,fly7,22363
fly9,fly12,22364
fly12,fly9,22364
fly12,fly7,22366
fly12,fly4,22367
fly4,fly3,22369
fly11,fly4,22370
fly11,fly9,22380
fly7,fly4,22385
fly4,fly3,22386
fly11,fly7,22392
fly7,fly3,22396
fly11,fly12,22404
fly12,fly11,22404
fly9,fly12,22409
fly4,fly7,22427
fly12,fly4,22442
fly7,fly4,22443
fly9,fly11,22449
fly7,fly9,22459
fly9,fly7,22471
fly4,fly12,22471
fly3,fly12,22481
fly12,fly1,22483
fly9,fly3,22501
fly3,fly1,22514
fly4,fly9,22522
fly1,fly9,22529
fly1,fly4,22545
fly4,fly1,22565
fly11,fly1,22569
fly12,fly5,22577
fly9,fly4,22582
fly10,fly6,22583
fly11,fly4,22601
fly4,fly11,22612
fly8,fly1,22621
fly12,fly3,22664
fly8,fly5,22687
fly4,fly12,22741
fly5,fly8,22765
fly11,fly4,22781
fly5,fly8,22787
fly9,fly7,22795
fly10,fly9,22800
fly9,fly12,22801
fly7,fly4,22801
fly9,fly4,22815
fly12,fly4,22824
fly5,fly8,22835
fly9,fly4,22856
fly4,fly12,22857
fly4,fly9,22859
fly8,fly5,22868
fly4,fly7,22876
fly12,fly9,22881
fly12,fly4,22892
fly5,fly8,22899
fly4,fly12,22904
fly9,fly4,22904
fly7,fly2,22913
fly9,fly12,22916
fly4,fly9,22918
fly5,fly8,22920
fly8,fly5,22926
fly2,fly7,22935
fly12,fly2,22939
fly2,fly12,22942
fly11,fly4,22943
fly7,fly6,22944
fly4,fly11,22950
fly2,fly12,22968
fly11,fly9,22979
fly12,fly9,22980
fly9,fly12,22981
fly11,fly12,22989
fly2,fly6,22989
fly9,fly12,23008
fly12,fly6,23008
fly6,fly12,23010
fly9,fly6,23015
fly6,fly9,23019
fly8,fly10,23021
fly12,fly11,23021
fly6,fly11,23030
fly11,fly6,23030
fly12,fly6,23037
fly9,fly11,23038
fly9,fly11,23061
fly12,fly9,23062
fly6,fly11,23077
fly11,fly9,23087
fly9,fly12,23087
fly9,fly12,23136
fly12,fly9,23137
fly9,fly12,23182
fly11,fly12,23211
fly11,fly12,23236
fly12,fly9,23239
fly12,fly4,23255
fly4,fly12,23256
fly9,fly4,23298
fly12,fly6,23300
fly12,fly5,23300
fly7,fly5,23321
fly12,fly10,23347
fly3,fly9,23363
fly9,fly3,23364
fly5,fly10,23379
fly7,fly4,23381
fly3,fly4,23382
fly9,fly4,23384
fly9,fly3,23385
fly10,fly4,23385
fly7,fly3,23387
fly5,fly7,23394
fly4,fly10,23394
fly9,fly7,23395
fly7,fly9,23395
fly10,fly7,23404
fly4,fly7,23407
fly9,fly5,23422
fly5,fly9,23422
fly3,fly9,23423
fly7,fly3,23444
fly4,fly5,23444
fly3,fly7,23446
fly11,fly3,23455
fly4,fly3,23456
fly5,fly3,23459
fly3,fly5,23459
fly7,fly5,23461
fly3,fly4,23464
fly8,fly9,23467
fly9,fly8,23467
fly8,fly4,23501
fly11,fly7,23501
fly9,fly4,23525
fly4,fly9,23526
fly8,fly3,23538
fly3,fly8,23539
fly7,fly8,23540
fly8,fly7,23540
fly7,fly4,23549
fly7,fly3,23553
fly1,fly6,23558
fly9,fly4,23563
fly4,fly9,23567
fly10,fly5,23568
fly11,fly2,23568
fly5,fly10,23573
fly9,fly2,23577
fly2,fly4,23591
fly6,fly1,23593
fly2,fly3,23624
fly3,fly1,23641
fly2,fly3,23652
fly7,fly1,23659
fly3,fly10,23664
fly11,fly9,23668
fly11,fly4,23675
fly9,fly4,23687
fly3,fly4,23688
fly11,fly3,23693
fly3,fly11,23694
fly2,fly10,23705
fly10,fly4,23709
fly11,fly3,23710
fly11,fly10,23714
fly10,fly2,23719
fly4,fly2,23721
fly2,fly4,23722
fly4,fly10,23728
fly3,fly8,23751
fly4,fly6,23778
fly7,fly1,23782
fly6,fly4,23784
fly11,fly6,23786
fly6,fly11,23790
fly9,fly8,23793
fly8,fly9,23794
fly11,fly4,23800
fly8,fly7,23800
fly8,fly9,23818
fly9,fly5,23824
fly5,fly9,23826
fly9,fly7,23838
fly8,fly11,23843
fly9,fly8,23844
fly9,fly1,23849
fly8,fly1,23857
fly9,fly5,23858
fly5,fly1,23859
fly9,fly11,23865
fly1,fly5,23869
fly12,fly4,23877
fly12,fly6,23881
fly11,fly8,23889
fly4,fly12,23891
fly8,fly6,23891
fly11,fly9,23894
fly1,fly11,23901
fly9,fly6,23902
fly11,fly12,23904
fly12,fly11,23904
fly6,fly1,23905
fly9,fly1,23905
fly1,fly6,23906
fly8,fly12,23910
fly11,fly4,23911
fly4,fly11,23912
fly1,fly12,23912
fly12,fly1,23921
fly6,fly1,23924
fly1,fly8,23925
fly12,fly6,23928
fly11,fly4,23930
fly12,fly8,23930
fly3,fly9,23937
fly6,fly4,23945
fly7,fly3,23948
fly12,fly4,23949
fly11,fly8,23950
fly3,fly9,23976
fly3,fly1,23980
fly1,fly9,23994
fly7,fly4,23994
fly4,fly3,23996
fly5,fly8,24005
fly3,fly9,24018
fly3,fly6,24020
fly7,fly1,24020
fly1,fly4,24027
fly9,fly3,24036
fly6,fly11,24041
fly4,fly1,24050
fly3,fly11,24055
fly11,fly6,24061
fly11,fly3,24069
fly1,fly12,24071
fly1,fly9,24072
fly3,fly9,24072
fly3,fly7,24072
fly1,fly3,24078
fly6,fly11,24079
fly5,fly8,24089
fly3,fly1,24091
fly11,fly1,24100
fly12,fly4,24103
fly1,fly11,24103
fly6,fly7,24106
fly9,fly3,24107
fly9,fly1,24112
fly12,fly4,24121
fly3,fly11,24132
fly11,fly3,24133
fly4,fly12,24140
fly2,fly7,24143
fly11,fly1,24144
fly9,fly1,24162
fly4,fly1,24174
fly1,fly9,24182
fly9,fly4,24188
fly4,fly9,24189
fly3,fly11,24190
fly5,fly8,24198
fly9,fly1,24198
fly5,fly8,24240
fly12,fly1,24263
fly1,fly12,24271
fly9,fly12,24288
fly12,fly10,24290
fly9,fly1,24307
fly11,fly3,24324
fly6,fly5,24325
fly4,fly5,24344
fly5,fly4,24352
fly10,fly12,24359
fly12,fly5,24363
fly11,fly3,24363
fly12,fly4,24367
fly11,fly5,24383
fly2,fly6,24384
fly3,fly4,24384
fly4,fly3,24384
fly6,fly10,24389
fly4,fly12,24409
fly4,fly11,24435
fly12,fly6,24468
fly10,fly8,24472
fly8,fly10,24472
fly5,fly2,24498
fly12,fly6,24498
fly2,fly5,24506
fly5,fly9,24509
fly9,fly5,24534
fly6,fly10,24557
fly10,fly6,24558
fly2,fly9,24566
fly8,fly12,24590
fly12,fly6,24631
fly4,fly10,24647
fly9,fly3,24661
fly1,fly2,24670
fly3,fly9,24671
fly2,fly1,24674
fly4,fly11,24710
fly10,fly4,24719
fly1,fly7,24724
fly4,fly10,24726
fly11,fly4,24735
fly9,fly4,24749
fly4,fly9,24750
fly11,fly9,24754
fly9,fly11,24755
fly2,fly5,24764
fly7,fly1,24766
fly11,fly7,24839
fly7,fly11,24840
fly3,fly6,24843
fly12,fly6,24847
fly3,fly12,24851
fly1,fly5,24859
fly11,fly9,24884
fly9,fly7,24911
fly7,fly9,24911
fly4,fly11,24935
fly5,fly9,24948
fly2,fly12,24966
fly5,fly7,24973
fly9,fly5,24975
fly9,fly7,24982
fly7,fly9,24986
fly3,fly11,25028
fly4,fly3,25050
fly3,fly4,25058
fly7,fly1,25075
fly1,fly7,25075
fly4,fly11,25076
fly3,fly5,25076
fly9,fly10,25095
fly10,fly3,25101
fly3,fly10,25102
fly2,fly6,25112
fly9,fly1,25113
fly1,fly3,25116
fly9,fly3,25119
fly3,fly9,25120
fly9,fly1,25131
fly3,fly1,25132
fly10,fly1,25149
fly3,fly7,25159
fly10,fly9,25159
fly2,fly5,25172
fly7,fly3,25175
fly3,fly7,25181
fly5,fly6,25194
fly4,fly1,25194
fly6,fly5,25194
fly10,fly9,25196
fly7,fly3,25196
fly10,fly4,25207
fly10,fly9,25226
fly2,fly5,25235
fly5,fly1,25235
fly6,fly10,25241
fly4,fly11,25243
fly10,fly6,25243
fly5,fly10,25244
fly6,fly9,25246
fly2,fly1,25251
fly5,fly1,25258
fly5,fly2,25263
fly1,fly10,25264
fly10,fly1,25267
fly9,fly6,25269
fly2,fly1,25274
fly9,fly10,25289
fly10,fly9,25311
fly1,fly5,25315
fly10,fly2,25318
fly2,fly10,25320
fly2,fly9,25330
fly9,fly2,25331
fly9,fly10,25338
fly12,fly11,25345
fly11,fly12,25345
fly6,fly8,25348
fly1,fly5,25349
fly5,fly10,25361
fly4,fly12,25410
fly8,fly3,25410
fly8,fly3,25451
fly2,fly1,25457
fly4,fly11,25473
fly1,fly2,25506
fly11,fly1,25528
fly1,fly12,25545
fly12,fly2,25551
fly11,fly12,25575
fly7,fly9,25584
fly2,fly11,25590
fly9,fly7,25596
fly1,fly12,25625
fly11,fly9,25634
fly7,fly11,25647
fly8,fly9,25666
fly7,fly11,25720
fly7,fly3,25781
fly9,fly4,25786
fly1,fly4,25805
fly3,fly6,25820
fly6,fly3,25820
fly2,fly10,25826
fly10,fly2,25827
fly11,fly7,25835
fly8,fly10,25842
fly9,fly4,25855
fly4,fly9,25855
fly11,fly8,25876
fly8,fly11,25887
fly9,fly4,25888
fly2,fly3,25896
fly12,fly5,25918
fly3,fly2,25925
fly6,fly3,25927
fly7,fly8,25929
fly8,fly2,25930
fly11,fly7,25939
fly8,fly7,25943
fly11,fly2,25962
fly3,fly5,25971
fly10,fly9,25973
fly11,fly8,25976
fly5,fly3,25978
fly4,fly10,25982
fly8,fly2,25986
fly7,fly11,25991
fly9,fly4,26001
fly4,fly9,26002
fly6,fly8,26006
fly11,fly2,26014
fly8,fly11,26038
fly10,fly12,26056
fly10,fly5,26098
fly3,fly9,26099
fly12,fly10,26107
fly9,fly1,26155
fly10,fly4,26161
fly10,fly1,26180
fly3,fly10,26204
fly5,fly4,26212
fly1,fly4,26215
fly1,fly4,26245
fly2,fly1,26256
fly2,fly4,26269
fly10,fly5,26279
fly4,fly2,26281
fly11,fly2,26291
fly2,fly11,26295
fly11,fly1,26318
fly5,fly10,26320
fly1,fly2,26334
fly11,fly4,26342
fly4,fly11,26343
fly8,fly9,26344
fly9,fly8,26346
fly10,fly5,26363
fly8,fly9,26368
fly4,fly2,26386
fly6,fly7,26392
fly8,fly9,26407
fly12,fly4,26418
fly9,fly8,26430
fly11,fly9,26436
fly7,fly6,26437
fly9,fly11,26448
fly12,fly2,26451
fly2,fly12,26459
fly3,fly11,26463
fly6,fly5,26467
fly9,fly10,26467
fly8,fly11,26480
fly10,fly12,26486
fly10,fly9,26496
fly9,fly12,26497
fly6,fly5,26497
fly10,fly12,26504
fly9,fly2,26504
fly10,fly2,26507
fly2,fly9,26514
fly6,fly5,26516
fly8,fly10,26525
fly4,fly12,26527
fly4,fly2,26528
fly2,fly4,26529
fly8,fly9,26529
fly10,fly9,26535
fly12,fly9,26545
fly10,fly4,26548
fly4,fly10,26548
fly10,fly12,26551
fly7,fly3,26568
fly12,fly10,26570
fly8,fly12,26570
fly2,fly8,26571
fly2,fly4,26578
fly12,fly1,26587
fly4,fly8,26594
fly8,fly4,26597
fly9,fly1,26598
fly10,fly9,26601
fly8,fly2,26601
fly2,fly8,26604
fly8,fly1,26619
fly1,fly2,26627
fly2,fly8,26632
fly9,fly2,26638
fly3,fly6,26645
fly7,fly6,26665
fly9,fly1,26671
fly12,fly1,26676
fly9,fly12,26684
fly12,fly9,26684
fly6,fly3,26688
fly8,fly10,26699
fly10,fly8,26710
fly9,fly1,26716
fly10,fly7,26724
fly7,fly10,26729
fly8,fly7,26735
fly7,fly8,26741
fly11,fly10,26743
fly9,fly8,26757
fly7,fly1,26760
fly8,fly9,26777
fly12,fly2,26786
fly11,fly6,26802
fly2,fly12,26804
fly7,fly8,26839
fly11,fly6,26842
fly12,fly7,26850
fly7,fly12,26850
fly7,fly8,26876
fly7,fly8,26903
fly9,fly11,26923
fly11,fly9,26928
fly4,fly1,26928
fly12,fly8,26939
fly8,fly12,26940
fly9,fly6,26960
fly1,fly5,26984
fly5,fly1,26989
fly8,fly12,26993
fly8,fly9,27052
fly9,fly8,27052
fly12,fly9,27067
fly6,fly12,27088
fly12,fly9,27131
fly9,fly12,27132
fly11,fly7,27138
fly9,fly10,27146
fly6,fly10,27148
fly7,fly11,27157
fly6,fly9,27159
fly9,fly6,27174
fly11,fly8,27179
fly3,fly4,27183
fly7,fly3,27184
fly3,fly7,27212
fly3,fly4,27212
fly11,fly3,27225
fly7,fly4,27231
fly3,fly8,27231
fly3,fly7,27234
fly7,fly8,27241
fly3,fly8,27247
fly8,fly3,27249
fly12,fly10,27272
fly12,fly11,27298
fly10,fly12,27304
fly8,fly4,27304
fly4,fly7,27314
fly3,fly10,27320
fly4,fly3,27328
fly8,fly7,27332
fly4,fly8,27376
fly4,fly3,27405
fly11,fly3,27406
fly11,fly6,27436
fly6,fly11,27437
fly4,fly3,27447
fly6,fly3,27451
fly3,fly6,27452
fly6,fly4,27457
fly4,fly6,27457
fly4,fly11,27485
fly11,fly4,27488
fly11,fly6,27501
fly4,fly3,27512
fly11,fly6,27534
fly4,fly3,27553
fly5,fly12,27553
fly6,fly11,27558
fly6,fly5,27581
fly12,fly11,27592
fly2,fly7,27628
fly11,fly12,27631
fly12,fly1,27632
fly12,fly11,27642
fly7,fly9,27645
fly7,fly9,27679
fly10,fly9,27696
fly10,fly7,27701
fly1,fly6,27702
fly9,fly12,27703
fly9,fly7,27725
fly7,fly10,27762
fly10,fly3,27762
fly9,fly8,27789
fly8,fly10,27813
fly2,fly11,27845
fly9,fly7,27852
fly6,fly3,27853
fly7,fly6,27866
fly4,fly1,27886
fly10,fly8,27899
fly3,fly9,27903
fly7,fly6,27918
fly2,fly1,27924
fly6,fly7,27926
fly9,fly6,27936
fly9,fly7,27943
fly6,fly9,27947
fly3,fly8,27951
fly7,fly9,27958
fly10,fly3,27964
fly3,fly10,27966
fly10,fly8,27966
fly12,fly5,27969
fly8,fly3,28003
fly11,fly2,28009
fly3,fly6,28011
fly8,fly6,28014
fly4,fly1,28034
fly5,fly4,28035
fly4,fly5,28038
fly8,fly6,28038
fly3,fly8,28042
fly4,fly7,28116
fly9,fly8,28142
fly6,fly9,28149
